image_path,disease_name,disease_folder,status,phase1_status,phase1_raw,phase2_status,phase2_raw,error_log
Bất quy tắc, Ranh giới không rõ
Má, Khu trú
Khô da, Vảy mịn",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Keratosis pilaris"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Dát hồng ban""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ nhạt""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới mờ""],
    ""Distribution"": [""Má"", ""Khu trú""],
    ""Characteristics"": [""Khô da"", ""Vảy mịn""]
  }
}",
Keratosis pilaris/keratosis-pilaris-1.jpg,Keratosis pilaris,Keratosis pilaris,P2_OK,P1_OK,"Sẩn nang lông, Sẩn nhỏ
Màu da, Trắng ngà, Hồng nhạt
Hình tròn, Ranh giới rõ, Nhỏ đều
Mặt ngoài cánh tay, Rải rác, Theo nang lông
Nút sừng, Bề mặt ráp, Vảy mịn",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Keratosis pilaris"",
    ""Lesion_Type"": [""Sẩn nang lông"", ""Sẩn nhỏ""],
    ""Colour"": [""Màu da"", ""Trắng ngà"", ""Hồng nhạt""],
    ""Shape"": [""Hình tròn"", ""Ranh giới rõ"", ""Nhỏ đều""],
    ""Distribution"": [""Mặt ngoài cánh tay"", ""Rải rác"", ""Theo nang lông""],
    ""Characteristics"": [""Nút sừng"", ""Bề mặt ráp"", ""Vảy mịn""]
  }
}",
Keratosis pilaris/keratosis-pilaris-2.jpg,Keratosis pilaris,Keratosis pilaris,P2_OK,P1_OK,"Mảng hồng ban, Sẩn nhỏ
Đỏ hồng, Đỏ nhạt
Bất quy tắc, Ranh giới không rõ
Mi trên, Quanh mắt, Khu trú
Bong vảy mịn, Khô da, Nếp da nổi rõ",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Keratosis pilaris"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Sẩn nhỏ""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ nhạt""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới mờ""],
    ""Distribution"": [""Mi trên"", ""Quanh mắt"", ""Khu trú""],
    ""Characteristics"": [""Bong vảy mịn"", ""Khô da"", ""Nếp da nổi""]
  }
}",
Keratosis pilaris/keratosis-pilaris-3.jpg,Keratosis pilaris,Keratosis pilaris,P2_OK,P1_OK,"Mảng giảm sắc tố, Mảng hồng nhạt
Trắng nhạt, Hồng nhạt
Bất quy tắc, Ranh giới không rõ
Má, Khu trú
Vảy mịn, Khô da",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Keratosis pilaris"",
    ""Lesion_Type"": [""Mảng giảm sắc tố"", ""Mảng hồng nhạt""],
    ""Colour"": [""Trắng nhạt"", ""Hồng nhạt""],
    ""Shape"": [""Bất quy tắc""],
    ""Distribution"": [""Má"", ""Khu trú""],
    ""Characteristics"": [""Vảy mịn"", ""Khô da""]
  }
}",
Keratosis pilaris/keratosis-pilaris-faciei-06-v2.jpg,Keratosis pilaris,Keratosis pilaris,P2_OK,P1_OK,"Mảng hồng ban, Phù nề mí mắt
Đỏ hồng, Hồng nhạt
Bất quy tắc, Ranh giới không rõ
Quanh mắt, Mí trên, Dưới mắt, Khu trú
Phù nề nhẹ, Khô da, Vảy mịn",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Keratosis pilaris"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Phù nề mí mắt""],
    ""Colour"": [""Đỏ hồng"", ""Hồng nhạt""],
    ""Shape"": [""Bất quy tắc""],
    ""Distribution"": [""Quanh mắt"", ""Mí trên"", ""Dưới mắt"", ""Khu trú""],
    ""Characteristics"": [""Phù nề nhẹ"", ""Khô da"", ""Vảy mịn""]
  }
}",
Keratosis pilaris/keratosis-pilaris-faciei-07-v2.jpg,Keratosis pilaris,Keratosis pilaris,P2_OK,P1_OK,"Sẩn đỏ, Mụn mủ nhỏ, Mụn đầu trắng
Đỏ hồng, Vàng nhạt, Màu da
Hình tròn nhỏ, Ranh giới rõ, Rải rác
Má, Khu trú, Không đối xứng
Viêm quanh nang lông, Bề mặt nhẵn, Kích thước nhỏ",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Keratosis pilaris"",
    ""Lesion_Type"": [""Sẩn đỏ"", ""Mụn mủ nhỏ"", ""Mụn đầu trắng""],
    ""Colour"": [""Đỏ hồng"", ""Vàng nhạt"", ""Màu da""],
    ""Shape"": [""Hình tròn nhỏ"", ""Ranh giới rõ""],
    ""Distribution"": [""Rải rác"", ""Má"", ""Khu trú""],
    ""Characteristics"": [""Viêm nang lông"", ""Bề mặt nhẵn"", ""Kích thước nhỏ""]
  }
}",
Keratosis pilaris/keratosis-pilaris-faciei-08-v2.jpg,Keratosis pilaris,Keratosis pilaris,P2_OK,P1_OK,"Sẩn nang lông, Lõm da nhỏ
Hồng nhạt, Màu da, Nâu nhạt
Hình tròn nhỏ, Li ti, Ranh giới rõ
Má, Dưới mắt, Khu trú thành đám
Teo da nhẹ, Lỗ nang lông giãn, Bề mặt lõm",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Keratosis pilaris"",
    ""Lesion_Type"": [""Sẩn nang lông"", ""Lõm da nhỏ""],
    ""Colour"": [""Hồng nhạt"", ""Màu da"", ""Nâu nhạt""],
    ""Shape"": [""Hình tròn nhỏ"", ""Li ti"", ""Ranh giới rõ""],
    ""Distribution"": [""Má"", ""Dưới mắt"", ""Khu trú"", ""Thành đám""],
    ""Characteristics"": [""Teo da nhẹ"", ""Nang lông giãn"", ""Bề mặt lõm""]
  }
}",
Keratosis pilaris/keratosis-pilaris-faciei-09-v2.jpg,Keratosis pilaris,Keratosis pilaris,P2_OK,P1_OK,"Mảng hồng ban, Dát hồng ban
Đỏ hồng, Đỏ nhạt
Bất quy tắc, Ranh giới không rõ
Má, Vùng mặt, Khu trú
Giãn mạch nhỏ, Bề mặt trơn",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Keratosis pilaris"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Dát hồng ban""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ nhạt""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới mờ""],
    ""Distribution"": [""Má"", ""Vùng mặt"", ""Khu trú""],
    ""Characteristics"": [""Giãn mạch nhỏ"", ""Bề mặt trơn""]
  }
}",
Keratosis pilaris/keratosis-pilaris-faciei-10-v2.jpg,Keratosis pilaris,Keratosis pilaris,P2_OK,P1_OK,"Mảng hồng ban, Sẩn đỏ nhỏ
Đỏ hồng, Đỏ nhạt
Bất quy tắc, Ranh giới không rõ
Má, Vùng mặt, Khu trú
Giãn mạch mảnh, Chấm đỏ nhỏ",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Keratosis pilaris"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Sẩn đỏ nhỏ""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ nhạt""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới mờ""],
    ""Distribution"": [""Má"", ""Vùng mặt"", ""Khu trú""],
    ""Characteristics"": [""Giãn mạch mảnh"", ""Chấm đỏ nhỏ""]
  }
}",
Keratosis pilaris/kp1-2.jpg,Keratosis pilaris,Keratosis pilaris,P2_OK,P1_OK,"Sẩn đỏ, Sẩn nang lông
Đỏ hồng, Đỏ nhạt
Chấm nhỏ, Ranh giới không rõ
Đùi, Mông, Lan tỏa
Quanh nang lông, Rải rác",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Keratosis pilaris"",
    ""Lesion_Type"": [""Sẩn đỏ"", ""Sẩn nang lông""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ nhạt""],
    ""Shape"": [""Chấm nhỏ"", ""Ranh giới mờ""],
    ""Distribution"": [""Đùi"", ""Mông"", ""Lan tỏa"", ""Rải rác""],
    ""Characteristics"": [""Quanh nang lông""]
  }
}",
Keratosis pilaris/kp1.jpg,Keratosis pilaris,Keratosis pilaris,P2_OK,P1_OK,"Sẩn nhỏ, Sẩn nang lông
Đỏ hồng, Đỏ nhạt
Chấm nhỏ, Hình tròn, Ranh giới rõ
Cánh tay, Rải rác, Lan tỏa
Quanh nang lông, Không vảy",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Keratosis pilaris"",
    ""Lesion_Type"": [""Sẩn nhỏ"", ""Sẩn nang lông""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ nhạt""],
    ""Shape"": [""Chấm nhỏ"", ""Hình tròn"", ""Ranh giới rõ""],
    ""Distribution"": [""Cánh tay"", ""Rải rác"", ""Lan tỏa""],
    ""Characteristics"": [""Quanh nang lông""]
  }
}",
Keratosis pilaris/kp2.jpg,Keratosis pilaris,Keratosis pilaris,P2_OK,P1_OK,"Sẩn đỏ, Sẩn nang lông
Đỏ hồng, Đỏ nhạt
Chấm nhỏ, Hình tròn, Ranh giới không rõ
Vùng chi, Rải rác, Lan tỏa
Quanh nang lông, Sừng hóa nhẹ, Da khô",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Keratosis pilaris"",
    ""Lesion_Type"": [""Sẩn đỏ"", ""Sẩn nang lông""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ nhạt""],
    ""Shape"": [""Chấm nhỏ"", ""Hình tròn""],
    ""Distribution"": [""Vùng chi"", ""Rải rác"", ""Lan tỏa""],
    ""Characteristics"": [""Quanh nang lông"", ""Sừng hóa nhẹ"", ""Da khô""]
  }
}",
Keratosis pilaris/kp3.jpg,Keratosis pilaris,Keratosis pilaris,P2_OK,P1_OK,"Mảng hồng ban, Dát giảm sắc tố
Đỏ hồng, Trắng nhạt
Bất quy tắc, Ranh giới không rõ
Má, Thái dương, Khu trú
Loang lổ, Không vảy, Giãn mạch nhẹ",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Keratosis pilaris"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Dát giảm sắc tố""],
    ""Colour"": [""Đỏ hồng"", ""Trắng nhạt""],
    ""Shape"": [""Bất quy tắc""],
    ""Distribution"": [""Má"", ""Thái dương"", ""Khu trú""],
    ""Characteristics"": [""Loang lổ"", ""Giãn mạch nhẹ""]
  }
}",
Kerion/anagen-effluvium-14.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng hồng ban, Mảng trợt
Đỏ hồng, Vàng nâu
Bất quy tắc, Ranh giới không rõ
Da đầu, Khu trú, Rải rác
Vảy tiết, Đóng mài, Tóc bết",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Mảng trợt""],
    ""Colour"": [""Đỏ hồng"", ""Vàng nâu""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới mờ""],
    ""Distribution"": [""Da đầu"", ""Khu trú"", ""Rải rác""],
    ""Characteristics"": [""Vảy tiết"", ""Đóng mài"", ""Tóc bết""]
  }
}",
Kerion/anagen-effluvium-15.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng hồng ban, Sẩn đỏ
Đỏ hồng, Đỏ sẫm
Bất quy tắc, Ranh giới không rõ
Gáy, Đường chân tóc, Khu trú
Bong vảy, Vảy mịn, Trợt da, Đóng mài",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Sẩn đỏ""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ sẫm""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới mờ""],
    ""Distribution"": [""Gáy"", ""Đường chân tóc"", ""Khu trú""],
    ""Characteristics"": [""Bong vảy"", ""Vảy mịn"", ""Trợt da"", ""Đóng mài""]
  }
}",
Kerion/anagen-effluvium-16.jpg,Kerion,Kerion,P2_OK,P1_OK,"Sẩn nhỏ, Vết trợt đóng mày
Hồng nhạt, Nâu vàng, Nâu đen
Rải rác, Nhỏ, Không đều
Da đầu, Sau tai, Khu trú
Đóng mày, Trầy xước, Tóc thưa tại vùng tổn thương",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Sẩn nhỏ"", ""Vết trợt""],
    ""Colour"": [""Hồng nhạt"", ""Nâu vàng"", ""Nâu đen""],
    ""Shape"": [""Nhỏ"", ""Không đều""],
    ""Distribution"": [""Rải rác"", ""Da đầu"", ""Sau tai"", ""Khu trú""],
    ""Characteristics"": [""Đóng mày"", ""Trầy xước"", ""Tóc thưa""]
  }
}",
Kerion/eyelid-40.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng hồng ban, Mảng sùi, Nốt gồ
Đỏ hồng, Vàng nâu, Nâu đen
Bất quy tắc, Ranh giới rõ, Gồ cao
Vùng lông mày, Mi trên, Khu trú
Vảy tiết, Đóng mài, Trợt nông",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Mảng sùi"", ""Nốt gồ""],
    ""Colour"": [""Đỏ hồng"", ""Vàng nâu"", ""Nâu đen""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới rõ"", ""Gồ cao""],
    ""Distribution"": [""Vùng lông mày"", ""Mi trên"", ""Khu trú""],
    ""Characteristics"": [""Vảy tiết"", ""Đóng mài"", ""Trợt nông""]
  }
}",
Kerion/kerion-01.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng loét, Nốt sùi
Đỏ hồng, Vàng nâu, Nâu sẫm
Bất quy tắc, Ranh giới rõ, Bờ gồ
Má bên, Vùng râu, Khu trú
Đóng mài, Vảy tiết, Loét trợt",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng loét"", ""Nốt sùi""],
    ""Colour"": [""Đỏ hồng"", ""Vàng nâu"", ""Nâu sẫm""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới rõ"", ""Bờ gồ""],
    ""Distribution"": [""Má bên"", ""Vùng râu"", ""Khu trú""],
    ""Characteristics"": [""Đóng mài"", ""Vảy tiết"", ""Loét trợt""]
  }
}",
Kerion/kerion01.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng đóng mài, Mảng hồng ban
Nâu vàng, Nâu sẫm, Đỏ hồng
Bất quy tắc, Ranh giới không đều
Da đầu, Sau tai, Khu trú
Vảy tiết, Mài dày, Lông tóc xuyên qua",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng đóng mài"", ""Mảng hồng ban""],
    ""Colour"": [""Nâu vàng"", ""Nâu sẫm"", ""Đỏ hồng""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới không đều""],
    ""Distribution"": [""Da đầu"", ""Sau tai"", ""Khu trú""],
    ""Characteristics"": [""Vảy tiết"", ""Mài dày"", ""Tóc xuyên qua""]
  }
}",
Kerion/kerion02.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng hồng ban, Mảng vảy
Đỏ hồng, Đỏ tươi, Trắng vàng
Hình bầu dục, Hình tròn, Ranh giới rõ
Trán, Quanh mắt, Khu trú
Bong vảy, Vảy trắng, Đóng mài",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Mảng vảy""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ tươi"", ""Trắng vàng""],
    ""Shape"": [""Hình bầu dục"", ""Hình tròn"", ""Ranh giới rõ""],
    ""Distribution"": [""Trán"", ""Quanh mắt"", ""Khu trú""],
    ""Characteristics"": [""Bong vảy"", ""Vảy trắng"", ""Đóng mài""]
  }
}",
Kerion/kerion03.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng hồng ban, Mảng đóng vảy
Đỏ hồng, Vàng nhạt, Trắng xám
Bất quy tắc, Ranh giới khá rõ
Da đầu, Khu trú
Vảy dày, Mài tiết, Rụng tóc khu trú",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Mảng đóng vảy""],
    ""Colour"": [""Đỏ hồng"", ""Vàng nhạt"", ""Trắng xám""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới rõ""],
    ""Distribution"": [""Da đầu"", ""Khu trú""],
    ""Characteristics"": [""Vảy dày"", ""Mài tiết"", ""Rụng tóc khu trú""]
  }
}",
Kerion/kerion04.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng trợt, Mụn mủ, Nốt viêm
Đỏ nâu, Vàng mủ, Nâu đen
Bất quy tắc, Ranh giới không đều
Má, Khu trú, Cụm
Đóng mài, Rỉ dịch, Loét nông",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng trợt"", ""Mụn mủ"", ""Nốt viêm""],
    ""Colour"": [""Đỏ nâu"", ""Vàng mủ"", ""Nâu đen""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới không đều""],
    ""Distribution"": [""Má"", ""Khu trú"", ""Cụm""],
    ""Characteristics"": [""Đóng mài"", ""Rỉ dịch"", ""Loét nông""]
  }
}",
Kerion/kerion05.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng hồng ban, Sẩn dày, Vết trợt
Đỏ hồng, Vàng nâu, Trắng ngà
Bất quy tắc, Ranh giới không đều
Vùng thái dương, Sát đường chân tóc, Khu trú
Vảy tiết, Đóng mài, Loét nông, Sừng hóa",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Sẩn dày"", ""Vết trợt""],
    ""Colour"": [""Đỏ hồng"", ""Vàng nâu"", ""Trắng ngà""],
    ""Shape"": [""Bất quy tắc"", ""Không đều""],
    ""Distribution"": [""Vùng thái dương"", ""Đường chân tóc"", ""Khu trú""],
    ""Characteristics"": [""Vảy tiết"", ""Đóng mài"", ""Loét nông"", ""Sừng hóa""]
  }
}",
Kerion/kerion06.jpg,Kerion,Kerion,P2_OK,P1_OK,"Nốt viêm, Mụn mủ, Loét nông
Đỏ tím, Vàng mủ, Nâu đen
Tròn, Bầu dục, Ranh giới không đều
Má, Vùng hàm, Cổ, Rải rác
Đóng mài, Chảy mủ, Trung tâm hoại tử",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Nốt viêm"", ""Mụn mủ"", ""Loét nông""],
    ""Colour"": [""Đỏ tím"", ""Vàng mủ"", ""Nâu đen""],
    ""Shape"": [""Tròn"", ""Bầu dục"", ""Không đều""],
    ""Distribution"": [""Má"", ""Vùng hàm"", ""Cổ"", ""Rải rác""],
    ""Characteristics"": [""Đóng mài"", ""Chảy mủ"", ""Trung tâm hoại tử""]
  }
}",
Kerion/kerion07.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng hồng ban, Trợt loét nông
Đỏ hồng, Đỏ tươi, Vàng nâu, Trắng xám
Bất quy tắc, Ranh giới tương đối rõ
Má, Khu trú
Vảy tiết, Bong vảy, Dịch vàng, Đóng mài",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Trợt loét nông""],
    ""Colour"": [""Đỏ hồng"", ""Đỏ tươi"", ""Vàng nâu"", ""Trắng xám""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới rõ""],
    ""Distribution"": [""Má"", ""Khu trú""],
    ""Characteristics"": [""Vảy tiết"", ""Bong vảy"", ""Dịch vàng"", ""Đóng mài""]
  }
}",
Kerion/kerion09.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng hồng ban, Mảng trợt
Đỏ tươi, Đỏ hồng, Vàng nâu
Hình tròn, Ranh giới rõ, Bờ gồ
Cẳng chân, Khu trú, Đơn độc
Trợt da, Đóng vảy tiết, Bóng ướt",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Mảng trợt""],
    ""Colour"": [""Đỏ tươi"", ""Đỏ hồng"", ""Vàng nâu""],
    ""Shape"": [""Hình tròn"", ""Ranh giới rõ"", ""Bờ gồ""],
    ""Distribution"": [""Cẳng chân"", ""Khu trú"", ""Đơn độc""],
    ""Characteristics"": [""Trợt da"", ""Đóng vảy tiết"", ""Bóng ướt""]
  }
}",
Kerion/kerion10.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng hồng ban, Mảng loét, Sẩn trợt
Đỏ tím, Hồng đỏ, Vàng nâu, Đen
Hình bầu dục, Bất quy tắc, Ranh giới tương đối rõ
Cẳng chân, Khu trú
Đóng mài, Vảy trắng, Trợt da, Loét nông",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Mảng loét"", ""Sẩn trợt""],
    ""Colour"": [""Đỏ tím"", ""Hồng đỏ"", ""Vàng nâu"", ""Đen""],
    ""Shape"": [""Hình bầu dục"", ""Bất quy tắc"", ""Ranh giới rõ""],
    ""Distribution"": [""Cẳng chân"", ""Khu trú""],
    ""Characteristics"": [""Đóng mài"", ""Vảy trắng"", ""Trợt da"", ""Loét nông""]
  }
}",
Kerion/kerion11.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng hồng ban, Loét nông, Mụn mủ
Đỏ hồng, Vàng nâu, Nâu đen
Bất quy tắc, Ranh giới tương đối rõ
Vùng da có lông, Khu trú, Tụ thành đám
Vảy tiết, Mài vàng, Mài đen, Bề mặt ẩm",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng hồng ban"", ""Loét nông"", ""Mụn mủ""],
    ""Colour"": [""Đỏ hồng"", ""Vàng nâu"", ""Nâu đen""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới rõ""],
    ""Distribution"": [""Da có lông"", ""Khu trú"", ""Tụ thành đám""],
    ""Characteristics"": [""Vảy tiết"", ""Mài vàng"", ""Mài đen"", ""Bề mặt ẩm""]
  }
}",
Kerion/kerion12.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng vảy, Mảng tăng sừng
Trắng xám, Vàng nâu
Bất quy tắc, Ranh giới rõ
Da đầu vùng chẩm, Khu trú
Vảy dày, Vảy dính, Tóc bết",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng vảy"", ""Mảng tăng sừng""],
    ""Colour"": [""Trắng xám"", ""Vàng nâu""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới rõ""],
    ""Distribution"": [""Da đầu chẩm"", ""Khu trú""],
    ""Characteristics"": [""Vảy dày"", ""Vảy dính"", ""Tóc bết""]
  }
}",
Kerion/kerion13.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng vảy tiết, Mảng đóng mài
Vàng nâu, Trắng xám
Bất quy tắc, Ranh giới không rõ
Da đầu, Đỉnh đầu, Lan tỏa
Vảy dày, Mài tiết, Tóc thưa",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng vảy tiết"", ""Mảng đóng mài""],
    ""Colour"": [""Vàng nâu"", ""Trắng xám""],
    ""Shape"": [""Bất quy tắc"", ""Mờ ranh giới""],
    ""Distribution"": [""Da đầu"", ""Đỉnh đầu"", ""Lan tỏa""],
    ""Characteristics"": [""Vảy dày"", ""Mài tiết"", ""Tóc thưa""]
  }
}",
Kerion/tfker.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mảng loét, Mảng trợt, Nốt viêm
Đỏ tím, Đỏ nâu, Vàng nâu
Hình tròn, Bờ không đều, Ranh giới rõ
Má, Vùng râu, Khu trú
Đóng mài, Rỉ dịch, Mủ vàng, Bề mặt ướt",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mảng loét"", ""Mảng trợt"", ""Nốt viêm""],
    ""Colour"": [""Đỏ tím"", ""Đỏ nâu"", ""Vàng nâu""],
    ""Shape"": [""Hình tròn"", ""Bờ không đều"", ""Ranh giới rõ""],
    ""Distribution"": [""Má"", ""Vùng râu"", ""Khu trú""],
    ""Characteristics"": [""Đóng mài"", ""Rỉ dịch"", ""Mủ vàng"", ""Bề mặt ướt""]
  }
}",
Kerion/trichophyton-mentagrophytes-genotype-VII-0001.jpg,Kerion,Kerion,P2_OK,P1_OK,"Mụn mủ, Mảng trợt, Vảy tiết
Đỏ hồng, Vàng mật ong, Nâu vàng
Bất quy tắc, Ranh giới không rõ
Vùng ria mép, Môi trên, Khu trú
Vảy tiết dày, Đóng mài, Rỉ dịch",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kerion"",
    ""Lesion_Type"": [""Mụn mủ"", ""Mảng trợt"", ""Vảy tiết""],
    ""Colour"": [""Đỏ hồng"", ""Vàng mật ong"", ""Nâu vàng""],
    ""Shape"": [""Bất quy tắc"", ""Ranh giới mờ""],
    ""Distribution"": [""Vùng ria mép"", ""Môi trên"", ""Khu trú""],
    ""Characteristics"": [""Vảy tiết dày"", ""Đóng mài"", ""Rỉ dịch""]
  }
}",
Kyrle disease/kyrle-disease-0001.jpg,Kyrle disease,Kyrle disease,P2_OK,P1_OK,"Sẩn lõm giữa, Sẩn viêm
Đỏ hồng, Trắng vàng, Nâu da
Hình tròn, Ranh giới rõ
Vùng mặt, Rải rác, Khu trú
Nút sừng trung tâm, Lõm rốn, Quầng đỏ",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kyrle disease"",
    ""Lesion_Type"": [""Sẩn lõm giữa"", ""Sẩn viêm""],
    ""Colour"": [""Đỏ hồng"", ""Trắng vàng"", ""Nâu da""],
    ""Shape"": [""Hình tròn"", ""Ranh giới rõ""],
    ""Distribution"": [""Vùng mặt"", ""Rải rác"", ""Khu trú""],
    ""Characteristics"": [""Nút sừng trung tâm"", ""Lõm rốn"", ""Quầng đỏ""]
  }
}",
Kyrle disease/kyrle-disease-0002.jpg,Kyrle disease,Kyrle disease,P2_OK,P1_OK,"Sẩn, Nốt, Dát tăng sắc tố
Nâu đen, Đỏ hồng, Trắng ngà
Hình tròn, Hình bầu dục, Ranh giới rõ
Cẳng chân, Rải rác, Khu trú
Lõm trung tâm, Vảy tiết, Sẹo thâm",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kyrle disease"",
    ""Lesion_Type"": [""Sẩn"", ""Nốt"", ""Dát tăng sắc tố""],
    ""Colour"": [""Nâu đen"", ""Đỏ hồng"", ""Trắng ngà""],
    ""Shape"": [""Hình tròn"", ""Hình bầu dục"", ""Ranh giới rõ""],
    ""Distribution"": [""Cẳng chân"", ""Rải rác"", ""Khu trú""],
    ""Characteristics"": [""Lõm trung tâm"", ""Vảy tiết"", ""Sẹo thâm""]
  }
}",
Kyrle disease/kyrle-disease-0003.jpg,Kyrle disease,Kyrle disease,P2_OK,P1_OK,"Sẩn, Nốt, Mảng gồ
Nâu sẫm, Tím hồng, Trắng xám
Hình tròn, Hình bầu dục, Ranh giới rõ
Cẳng chân, Cổ chân, Rải rác
Đóng vảy, Loét trung tâm, Tăng sừng",P2_OK,"{
  ""JSON_EXTRACTION"": {
    ""Category"": ""Kyrle disease"",
